"Date";"Open";"High";"Low";"Close";"Volume";"Close adj."
2001-10-26;55,599998;55,880001;55,599998;55,880001;0,000000;50,345261
2001-11-03;55,880001;60,119999;54,680000;55,779999;500,000000;50,255165
2002-00-02;55,779999;60,389999;52,860001;54,340000;900,000000;48,957794
2002-01-01;54,930000;54,930000;48,680000;48,689999;30200,000000;43,867405
2002-02-01;50,529999;55,880001;50,529999;51,860001;99800,000000;46,723431
2002-03-01;51,860001;51,860001;45,110001;45,110001;400,000000;40,641994
2002-04-01;45,110001;48,389999;42,099998;43,799999;3000,000000;39,461746
2002-05-03;43,740002;43,740002;37,619999;38,650002;1900,000000;34,821838
2002-06-01;38,650002;39,689999;32,900002;34,560001;2100,000000;31,136940
2002-07-01;34,560001;38,490002;32,189999;34,410000;2400,000000;31,001797
2002-08-03;33,389999;35,380001;28,740000;28,740000;2700,000000;25,893393
2002-09-01;28,940001;34,840000;26,750000;34,840000;2900,000000;31,389206
2002-10-01;35,000000;40,389999;35,000000;40,389999;3300,000000;36,389496
2002-11-02;41,369999;41,400002;34,110001;34,439999;5200,000000;31,028824
2003-00-02;35,189999;38,889999;33,200001;33,939999;5200,000000;30,578348
2003-01-03;34,099998;35,290001;32,410000;34,400002;500,000000;30,992788
2003-02-03;34,900002;36,900002;32,009998;33,900002;2200,000000;30,542313
2003-03-01;34,000000;37,450001;33,900002;37,150002;1200,000000;33,470409
2003-04-01;37,130001;40,540001;37,099998;40,389999;1700,000000;36,389496
2003-05-02;40,900002;42,490002;39,860001;40,549999;4700,000000;36,533649
2003-06-01;40,549999;44,650002;40,549999;42,599998;1700,000000;38,380600
2003-07-01;42,599998;45,549999;40,799999;45,500000;2000,000000;40,993366
2003-08-02;45,849998;48,549999;45,099998;45,349998;9000,000000;40,858223
2003-09-01;45,700001;50,200001;45,500000;49,090000;2300,000000;44,227787
2003-10-03;49,619999;50,840000;47,660000;49,540001;6400,000000;44,633217
2003-11-01;50,000000;50,790001;48,240002;50,689999;3600,000000;45,669312
2004-00-02;50,900002;55,970001;50,709999;53,790001;8600,000000;48,462269
2004-01-02;53,779999;54,389999;51,759998;52,689999;4600,000000;47,471218
2004-02-01;52,820000;53,540001;48,110001;51,090000;8700,000000;46,029694
2004-03-01;51,599998;53,790001;48,310001;48,310001;3800,000000;43,525047
2004-04-03;48,740002;49,840000;46,259998;49,509998;6400,000000;44,606186
2004-05-01;49,400002;51,150002;48,700001;50,930000;5300,000000;45,885544
2004-06-01;50,799999;50,869999;44,970001;46,630001;2200,000000;42,011444
2004-07-02;45,950001;46,590000;42,500000;44,540001;2000,000000;40,128452
2004-08-01;44,720001;47,150002;44,400002;46,049999;4400,000000;41,488892
2004-09-01;46,680000;48,439999;46,049999;48,240002;3700,000000;43,461979
2004-10-01;48,099998;51,669998;48,000000;50,740002;5900,000000;45,714363
2004-11-01;50,750000;52,930000;50,270000;51,490002;12300,000000;46,965294
2005-00-03;51,740002;51,750000;47,439999;48,349998;5300,000000;44,101219
2005-01-01;48,500000;50,150002;48,099998;49,220001;6200,000000;44,894772
2005-02-01;49,160000;50,250000;47,049999;47,650002;13500,000000;43,462734
2005-03-01;47,509998;48,299999;44,759998;45,740002;6500,000000;41,720577
2005-04-02;46,119999;49,700001;45,560001;49,200001;13800,000000;44,876526
2005-05-01;49,200001;50,430000;48,349998;48,590000;11500,000000;44,320129
2005-06-01;48,730000;51,840000;48,049999;50,900002;10800,000000;46,427139
2005-07-01;50,900002;51,750000;49,730000;50,660000;6900,000000;46,208229
2005-08-01;50,799999;52,160000;50,000000;51,110001;6600,000000;46,618683
2005-09-03;51,500000;51,830002;48,619999;49,570000;12700,000000;45,214012
2005-10-01;49,750000;54,000000;49,540001;53,389999;18600,000000;48,698326
2005-11-01;53,900002;54,730000;53,029999;53,230000;31600,000000;48,574871
2006-00-03;53,849998;57,410000;53,419998;55,250000;34900,000000;50,418217
2006-01-01;55,220001;56,389999;53,730000;54,470001;12200,000000;49,706432
2006-02-01;54,639999;56,570000;53,650002;56,439999;14700,000000;51,504147
2006-03-03;56,509998;57,680000;55,520000;55,970001;18000,000000;51,075253
2006-04-01;56,500000;56,990002;51,439999;51,720001;30900,000000;47,196930
2006-05-01;51,799999;53,000000;48,070000;51,180000;17200,000000;46,704151
2006-06-03;51,200001;51,500000;47,119999;49,189999;10800,000000;44,888184
2006-07-01;49,099998;53,189999;48,290001;52,849998;24700,000000;48,228104
2006-08-01;53,299999;55,279999;51,759998;55,160000;78600,000000;50,336090
2006-09-02;55,299999;57,230000;54,259998;56,500000;35500,000000;51,558903
2006-10-01;56,700001;59,200001;55,419998;58,540001;29100,000000;53,420498
2006-11-01;58,450001;59,250000;57,599998;58,320000;15700,000000;53,337555
2007-00-03;58,820000;60,180000;57,470001;58,500000;38100,000000;53,502174
2007-01-01;58,730000;59,369999;56,310001;56,650002;41100,000000;51,810226
2007-02-01;55,400002;58,450001;55,049999;57,139999;27600,000000;52,258366
2007-03-02;57,500000;60,730000;56,930000;59,880001;28700,000000;54,764278
2007-04-01;60,150002;62,200001;59,590000;62,049999;37900,000000;56,748890
2007-05-01;62,459999;64,019997;60,849998;62,930000;55400,000000;57,553707
2007-06-02;63,650002;67,089996;62,730000;62,730000;40900,000000;57,370796
2007-07-01;62,950001;64,919998;51,599998;64,540001;42600,000000;59,026161
2007-08-04;64,540001;67,849998;63,200001;67,220001;74400,000000;61,477203
2007-09-01;67,370003;70,660004;66,440002;70,650002;111700,000000;64,614166
2007-10-01;70,019997;70,379997;62,750000;65,760002;80700,000000;60,141933
2007-11-03;65,820000;68,160004;63,360001;65,400002;35300,000000;60,022331
2008-00-02;65,480003;65,629997;52,500000;57,500000;144600,000000;52,771927
2008-01-01;58,500000;58,709999;53,830002;56,419998;47000,000000;51,780731
2008-02-03;56,000000;58,340000;53,529999;56,560001;102900,000000;51,909222
2008-03-01;57,119999;61,590000;56,270000;60,470001;75200,000000;55,497715
2008-04-01;60,779999;64,690002;60,779999;63,889999;52000,000000;58,636494
2008-05-02;63,759998;64,110001;57,090000;57,240002;38500,000000;52,720310
2008-06-01;56,880001;57,980000;53,860001;56,160000;41900,000000;51,725586
2008-07-01;56,590000;59,889999;55,540001;56,849998;162100,000000;52,361103
2008-08-02;56,900002;57,490002;46,669998;48,680000;121200,000000;44,836208
2008-09-01;49,119999;53,939999;34,590000;40,080002;166700,000000;36,915272
2008-10-03;40,029999;41,950001;31,000000;35,509998;49100,000000;32,706116
2008-11-01;35,360001;38,520000;32,459999;37,000000;92400,000000;34,287411
2009-00-02;37,020000;39,639999;34,240002;35,130001;29400,000000;32,554508
2009-01-02;34,650002;38,590000;32,349998;33,099998;144500,000000;30,673332
2009-02-02;32,939999;39,060001;30,770000;37,549999;58600,000000;34,797089
2009-03-01;37,540001;43,290001;36,779999;42,310001;57800,000000;39,208122
2009-04-01;41,950001;44,020000;41,049999;43,950001;57400,000000;40,727886
2009-05-01;44,650002;46,650002;42,880001;44,720001;46300,000000;41,628456
2009-06-01;44,889999;49,500000;42,349998;48,919998;70100,000000;45,538105
2009-07-03;49,540001;51,160000;47,619999;50,080002;62400,000000;46,617916
2009-08-01;49,759998;53,470001;48,970001;52,169998;41100,000000;48,563427
2009-09-01;52,000000;54,130001;50,230000;50,889999;45200,000000;47,371918
2009-10-02;50,700001;54,849998;50,500000;53,049999;53300,000000;49,382591
2009-11-01;53,360001;56,619999;53,360001;56,009998;57000,000000;52,271530
2010-00-04;56,830002;57,490002;52,000000;52,340000;84300,000000;48,846489
2010-01-01;52,630001;54,529999;51,189999;53,900002;110900,000000;50,302368
2010-02-01;54,160000;58,450001;54,110001;57,849998;80400,000000;53,988716
2010-03-01;58,340000;60,720001;57,860001;58,810001;73300,000000;54,884640
2010-04-03;58,860001;59,580002;50,410000;53,160000;104100,000000;49,611759
2010-05-01;52,529999;55,470001;49,599998;49,730000;70700,000000;46,571609
2010-06-01;49,880001;54,830002;48,900002;53,830002;61400,000000;50,411217
2010-07-02;54,470001;55,139999;49,529999;49,689999;84300,000000;46,534149
2010-08-01;50,290001;56,220001;50,290001;55,560001;44200,000000;52,031342
2010-09-01;55,889999;59,020000;54,650002;58,599998;50100,000000;54,878265
2010-10-01;58,919998;60,910000;57,290001;57,759998;52900,000000;54,091618
2010-11-01;58,830002;61,759998;58,389999;61,419998;49400,000000;57,728142
2011-00-03;61,980000;65,029999;61,669998;63,820000;93400,000000;59,983883
2011-01-01;64,239998;66,250000;62,889999;64,559998;75800,000000;60,679401
2011-02-01;64,750000;64,940002;58,369999;62,580002;109200,000000;58,818420
2011-03-01;63,009998;64,559998;60,110001;64,500000;49600,000000;60,623009
2011-04-02;64,629997;64,779999;60,720001;63,169998;39800,000000;59,372952
2011-05-01;63,020000;63,139999;57,860001;61,049999;42800,000000;57,622414
2011-06-01;61,080002;63,700001;60,250000;61,090000;35800,000000;57,660168
2011-07-01;61,990002;62,049999;52,160000;57,020000;107200,000000;53,818672
2011-08-01;57,139999;58,660000;53,419998;54,650002;73800,000000;51,581734
2011-09-03;54,040001;62,590000;52,430000;60,810001;81800,000000;57,395889
2011-10-01;59,360001;61,990002;55,820000;60,150002;62300,000000;56,772942
2011-11-01;60,070000;61,150002;56,680000;58,709999;64000,000000;55,735580
2012-00-03;59,930000;63,279999;59,320000;62,830002;46600,000000;59,646854
2012-01-01;63,290001;68,260002;63,110001;67,629997;127900,000000;64,203667
